edge_id,source,target,probability,degree_sum,is_local_bridge,spectral_score
0,2,402,0.01798620996209156,201,False,0.002079122685633806
1,113,54,0.2689414213699951,75,False,0.0013786250728834246
2,10,271,0.9525741268224334,172,False,0.0012549922918623862
3,10,970,0.9525741268224334,166,True,-0.0
4,119,471,0.9820137900379085,21,False,5.386703838864598e-05
5,119,54,0.5,59,False,0.0003648596148506201
6,119,2,0.9525741268224334,206,False,0.0020983646962691683
7,119,271,0.9525741268224334,26,False,0.00011573441280698543
8,54,119,0.5,59,False,0.00034508824778040634
9,168,74,0.01798620996209156,33,False,0.00026036649080985765
10,271,471,0.01798620996209156,7,False,4.937971538507889e-05
11,271,2,0.9525741268224334,192,False,0.001923563176580898
12,271,113,0.8807970779778823,42,False,0.0006165423389200496
13,271,119,0.9525741268224334,26,False,0.00015125183507852101
14,271,54,0.8807970779778823,45,False,0.0003344654630322252
15,37,474,0.01798620996209156,62,False,0.00038164590791921324
16,474,37,0.01798620996209156,62,False,0.00037851242639773923
17,37,113,0.5,87,False,0.0026327312485752387
18,113,37,0.04742587317756678,87,False,0.00267157736426613
19,54,37,0.5,90,False,0.0014787759484667553
20,168,439,0.01798620996209156,23,False,0.00019597945441749318
21,168,10,0.04742587317756678,182,False,0.003524492051566917
22,10,168,0.04742587317756678,182,False,0.0028204758239061736
23,99,10,0.04742587317756678,199,False,0.004009020378711327
24,10,99,0.04742587317756678,199,False,0.00334458447089297
25,1632,37,0.04742587317756678,53,False,0.0003175725466783074
26,37,1632,0.01798620996209156,53,False,0.00028190813538593346
27,1127,113,0.01798620996209156,42,False,0.0006708400259871303
28,10,2,0.9525741268224334,352,False,0.022754092369447924
29,1127,2,0.01798620996209156,192,False,0.002092967651865917
30,2,1127,0.01798620996209156,192,False,0.002197552414724638
31,113,4,0.5,245,False,0.005826580283096942
32,4,113,0.11920292202211755,245,False,0.0058962611581523895
33,2,168,0.9820137900379085,202,False,0.0035327471293386593
34,2,10,0.11920292202211755,352,False,0.02562214015680821
35,1,113,0.04742587317756678,522,False,0.008368004027016412
36,1632,2,0.11920292202211755,188,False,0.0009424895527560108
37,2,1632,0.04742587317756678,188,False,0.0009781539640483854
38,505,121,0.01798620996209156,47,False,0.00014787005597520755
39,121,505,0.01798620996209156,47,False,0.00013392248774875493
40,1,2,0.01798620996209156,672,False,0.026107508587397663
41,168,2,0.9820137900379085,202,False,0.003920403971038319
42,471,2,0.11920292202211755,187,False,0.000834877276203017
43,4,99,0.04742587317756678,242,False,0.002703976496682474
44,505,7424,0.01798620996209156,15,True,4.091919965012326e-06
45,7424,505,0.01798620996209156,15,True,4.8036794294117885e-06
46,91,297,0.01798620996209156,32,False,5.6207860991100524e-05
47,91,7424,0.01798620996209156,25,True,1.0088642354937744e-05
48,7424,91,0.01798620996209156,25,True,9.376882890538261e-06
49,91,4,0.11920292202211755,232,False,0.0019826513399003533
50,74,168,0.01798620996209156,33,False,0.000351361232537501
51,74,312,0.01798620996209156,28,False,0.00024261027529112113
52,4,10,0.01798620996209156,375,False,0.0165381137680879
53,10,4,0.01798620996209156,375,False,0.016721371794765846
54,297,91,0.04742587317756678,32,False,4.998745341143417e-05
55,99,2473,0.01798620996209156,34,True,1.682663711580164e-05
56,238,99,0.01798620996209156,50,False,0.00047208303695244283
57,99,238,0.01798620996209156,50,False,0.0005377954936434341
58,2473,99,0.01798620996209156,34,True,1.682663711580151e-05
59,40,121,0.04742587317756678,118,False,0.001844527684870358
60,121,40,0.04742587317756678,118,False,0.0014922309293503796
61,121,119,0.04742587317756678,54,False,0.00021340790582289367
62,119,121,0.04742587317756678,54,False,0.0002835520834997094
63,121,4,0.2689414213699951,243,False,0.0019944754404893844
64,4,121,0.11920292202211755,243,False,0.002485834046953133
65,99,4,0.04742587317756678,242,False,0.003277064093199041
66,91,119,0.04742587317756678,43,False,0.00021214273278856178
67,37,31,0.5,102,False,0.003891641012473777
68,119,91,0.04742587317756678,43,False,0.00020211690885980457
69,7400,54,0.04742587317756678,43,False,0.0001843433841987743
70,7400,37,0.11920292202211755,55,False,0.00035723099932283357
71,37,7400,0.04742587317756678,55,False,0.00012641149492754948
72,710,2,0.04742587317756678,193,False,0.0028557368658577316
73,2,710,0.04742587317756678,193,False,0.003111600207256631
74,119,4,0.5,229,False,0.0015420318981582385
75,625,1,0.04742587317756678,492,False,0.0011044380411394871
76,625,91,0.04742587317756678,29,False,0.00010482986169357261
77,1,625,0.01798620996209156,492,False,0.0008529463930569859
78,1,744,0.01798620996209156,492,False,0.0015371533464370842
79,439,4,0.01798620996209156,216,False,0.0010768763527342004
80,91,625,0.04742587317756678,29,False,8.814349537561801e-05
81,4,439,0.04742587317756678,216,False,0.0009196021627920422
82,37,380,0.2689414213699951,61,False,0.0002912237742668307
83,40,1401,0.01798620996209156,90,False,0.000906712432589187
84,7400,293,0.2689414213699951,22,False,7.088897222107909e-05
85,74,1127,0.01798620996209156,23,False,0.00021856495716633879
86,4,1209,0.01798620996209156,212,False,0.0008643604386254866
87,1127,74,0.01798620996209156,23,False,0.00013900063537343823
88,1209,4,0.01798620996209156,212,False,0.0009488452858439542
89,917,45,0.01798620996209156,72,False,0.0005429562801919529
90,4,312,0.5,220,False,0.0015744848044366847
91,512,2,0.01798620996209156,194,False,0.0017877279458281263
92,2,512,0.01798620996209156,194,False,0.0018587461750329813
93,40,23,0.01798620996209156,146,False,0.001888710150175603
94,23,512,0.01798620996209156,70,False,0.000265315122394917
95,23,40,0.01798620996209156,146,False,0.0022367185279838146
96,31,37,0.04742587317756678,102,False,0.005721776845922714
97,512,23,0.01798620996209156,70,False,0.0002473622583418589
98,74,625,0.01798620996209156,23,True,9.26077397549714e-05
99,625,74,0.01798620996209156,23,True,7.227991038665612e-05
100,45,917,0.01798620996209156,72,False,0.0005071176676916377
101,37,40,0.01798620996209156,135,False,0.004516165079475627
102,40,37,0.01798620996209156,135,False,0.004599384454787982
103,917,2,0.04742587317756678,191,False,0.0017520364760345724
104,2,917,0.04742587317756678,191,False,0.001900970261514422
105,439,625,0.11920292202211755,13,False,4.7875107391353024e-05
106,625,439,0.11920292202211755,13,False,5.4405531828851816e-05
107,45,251,0.01798620996209156,81,False,0.0003708467845038042
108,2891,40,0.01798620996209156,85,True,0.00019266160105080324
109,40,44,0.01798620996209156,134,False,0.004543639230713707
110,40,2891,0.01798620996209156,85,True,0.00019266160105080364
111,7552,625,0.01798620996209156,19,True,0.0001048704125637041
112,44,40,0.01798620996209156,134,False,0.004370548341342629
113,625,7552,0.01798620996209156,19,True,4.822235966623711e-05
114,744,712,0.01798620996209156,12,False,4.32442058925645e-05
115,40,744,0.01798620996209156,90,True,0.0008036835358292331
116,712,744,0.11920292202211755,12,False,6.250026057190867e-06
117,744,40,0.01798620996209156,90,True,0.0007750620506700419
118,744,1,0.01798620996209156,492,False,0.0014305227301332785
119,168,91,0.01798620996209156,39,False,0.0003776178342672256
120,91,168,0.11920292202211755,39,False,0.00033442352936465127
121,744,249,0.01798620996209156,37,False,0.00038754993584551046
122,249,744,0.11920292202211755,37,False,0.0003402495336968132
123,1115,402,0.04742587317756678,19,True,7.336736907787866e-06
124,1469,625,0.01798620996209156,7,True,9.127708694274358e-07
125,402,1115,0.04742587317756678,19,True,7.618617167839625e-06
126,501,4,0.11920292202211755,216,False,0.0006331999019598562
127,625,1469,0.2689414213699951,7,True,9.127708694274238e-07
128,744,402,0.01798620996209156,21,False,0.00010283647263467715
129,402,744,0.01798620996209156,21,False,0.0001221210410699093
130,2,436,0.01798620996209156,189,False,0.0007866392199513306
131,768,436,0.01798620996209156,14,False,5.1283235416737506e-05
132,436,2,0.01798620996209156,189,False,0.0009910395480303936
133,768,23,0.04742587317756678,73,False,0.00025708782893646296
134,40,989,0.01798620996209156,85,False,0.00019266160105080364
135,91,37,0.01798620996209156,74,False,0.000909076367878405
136,37,91,0.01798620996209156,74,False,0.0007911735393233559
137,380,37,0.2689414213699951,61,False,0.00042562043981363075
138,1087,23,0.01798620996209156,66,False,0.00013263128908408956
139,23,1087,0.01798620996209156,66,False,0.0001328918521999484
140,1115,917,0.01798620996209156,9,True,6.708078736589029e-06
141,917,1115,0.01798620996209156,9,True,6.4354743253945585e-06
142,4,532,0.01798620996209156,214,False,0.0004012834040541983
143,532,4,0.01798620996209156,214,False,0.0010018979624419665
144,40,917,0.01798620996209156,89,False,0.0009104559565553037
145,917,40,0.01798620996209156,89,False,0.0009633029154625047
146,40,379,0.01798620996209156,96,False,0.0013031658743529622
147,446,4,0.01798620996209156,214,False,0.001076059594698119
148,4,446,0.01798620996209156,214,False,0.001029276182349497
149,45,389,0.04742587317756678,92,False,0.0006957577928673086
150,389,45,0.04742587317756678,92,False,0.0003336984064319182
151,74,4,0.5,226,False,0.0020830675993492153
152,23,389,0.2689414213699951,87,False,0.0003722773189599224
153,389,23,0.2689414213699951,87,False,0.0001489925055550714
154,389,293,0.01798620996209156,43,False,7.199931484844876e-05
155,389,126,0.04742587317756678,58,False,0.00012683835701391989
156,532,91,0.01798620996209156,28,False,0.00013132057735223767
157,91,532,0.01798620996209156,28,False,5.885249783342031e-05
158,113,769,0.04742587317756678,41,False,0.00029292440202422935
159,113,1127,0.01798620996209156,42,False,0.0006113513888839591
160,769,91,0.01798620996209156,28,False,0.00012480968028140353
161,91,769,0.01798620996209156,28,False,9.967544081520131e-05
162,4,768,0.04742587317756678,220,False,0.0017598457170757153
163,768,2,0.11920292202211755,197,False,0.0018580162527737606
164,768,4,0.2689414213699951,220,False,0.00136540627764453
165,74,1087,0.01798620996209156,21,False,9.259717293409773e-05
166,126,293,0.11920292202211755,51,False,0.0001999391679788969
167,23,710,0.04742587317756678,69,False,0.00044414595221302545
168,1087,74,0.01798620996209156,21,False,6.366023711272938e-05
169,1087,44,0.01798620996209156,54,False,0.0003190689308502793
170,44,1087,0.01798620996209156,54,False,0.00025967069926048256
171,1209,2,0.04742587317756678,189,False,0.0012911687834826283
172,2,74,0.7310585786300049,203,False,0.0018927966419162825
173,2,54,0.9525741268224334,225,False,0.0049555802325820025
174,2,1209,0.04742587317756678,189,False,0.0013391348381698186
175,293,7400,0.11920292202211755,22,False,1.1599742509583742e-05
176,4,1909,0.01798620996209156,211,True,0.000708080446103988
177,1909,4,0.01798620996209156,211,True,0.0007713832072480391
178,293,439,0.11920292202211755,25,False,3.767832455343757e-05
179,293,389,0.01798620996209156,43,False,6.89742254509143e-05
180,293,126,0.11920292202211755,51,False,8.878304810759779e-05
181,293,2,0.11920292202211755,204,False,0.0007537231575647361
182,293,91,0.11920292202211755,41,False,7.259948426214583e-05
183,293,402,0.01798620996209156,33,False,5.498475426629661e-05
184,293,113,0.11920292202211755,54,False,0.00024158407902628292
185,293,74,0.01798620996209156,35,False,5.0057151004589074e-05
186,45,40,0.01798620996209156,151,False,0.004180255597207008
187,31,379,0.01798620996209156,63,False,0.0016211787467575653
188,989,40,0.01798620996209156,85,False,0.00020718883370285864
189,40,45,0.01798620996209156,151,False,0.004230142750988422
190,561,131,0.04742587317756678,44,False,0.0004967746784012981
191,145,131,0.04742587317756678,87,False,0.003082242532093182
192,131,561,0.04742587317756678,44,False,0.0003242252817637329
193,131,74,0.04742587317756678,53,False,0.00031208318330853204
194,131,145,0.04742587317756678,87,False,0.0018539916170132729
195,54,148,0.04742587317756678,67,False,0.000527586817443422
196,121,512,0.04742587317756678,42,False,0.00017700547776074117
197,148,54,0.04742587317756678,67,False,0.0005546206946958724
198,512,121,0.04742587317756678,42,False,0.00024157573022053758
199,148,439,0.01798620996209156,35,False,0.0001594523667704414
200,249,402,0.2689414213699951,46,False,0.0004215763146198326
201,379,31,0.01798620996209156,63,False,0.0016111954528114207
202,439,148,0.01798620996209156,35,False,0.00017616166958533746
203,379,40,0.01798620996209156,96,False,0.0018697574151556942
204,270,148,0.01798620996209156,38,False,0.00032970761083612695
205,768,148,0.01798620996209156,39,False,0.00022336106547557417
206,148,270,0.01798620996209156,38,False,0.0002345169277545312
207,148,768,0.01798620996209156,39,False,0.0003051445245480622
208,446,2,0.01798620996209156,191,False,0.0014642793494045719
209,4,2103,0.01798620996209156,211,False,0.0006066824847619758
210,45,768,0.01798620996209156,78,False,0.0007273399483962732
211,768,446,0.01798620996209156,16,False,0.00010395877940027167
212,768,45,0.01798620996209156,78,False,0.0005757994236658379
213,2103,40,0.01798620996209156,86,False,0.00045230788956191886
214,2103,4,0.01798620996209156,211,False,0.000604542473639489
215,402,249,0.11920292202211755,46,False,0.0005702294721749702
216,40,2103,0.01798620996209156,86,False,0.00045016787843943373
217,446,768,0.01798620996209156,16,False,0.00014008069024142912
218,4,23,0.5,271,False,0.002545377895188635
219,4,237,0.04742587317756678,229,False,0.002702924760690095
220,23,768,0.04742587317756678,73,False,0.0003891759010639686
221,237,270,0.5,30,False,0.0002883191534344431
222,148,119,0.5,48,False,0.0002508103440180681
223,1409,148,0.01798620996209156,32,False,0.0001330325815357391
224,237,4,0.11920292202211755,229,False,0.002881793985546441
225,148,1409,0.01798620996209156,32,False,0.00012685220023651376
226,270,237,0.5,30,False,0.00040298112499539203
227,512,148,0.11920292202211755,36,False,0.00021491137021246027
228,466,379,0.01798620996209156,22,False,0.00011729839154964762
229,379,223,0.01798620996209156,31,False,0.0003974260199069313
230,379,1209,0.04742587317756678,15,False,0.0001597865258526053
231,379,466,0.01798620996209156,22,False,0.00015973929281943783
232,379,2,0.01798620996209156,198,False,0.0034006781668630827
233,466,54,0.01798620996209156,49,False,0.00021363405739962537
234,54,466,0.01798620996209156,49,False,0.0002061494572797194
235,223,379,0.01798620996209156,31,False,0.0003099757892972554
236,2,379,0.01798620996209156,198,False,0.0027209219239315765
237,466,148,0.01798620996209156,38,False,0.00014770106552973168
238,148,466,0.01798620996209156,38,False,0.00014982954833155047
239,148,109,0.01798620996209156,71,False,0.00047128142695983645
240,379,270,0.01798620996209156,22,False,0.0002500279057826373
241,270,379,0.01798620996209156,22,False,0.00026184084924539623
242,109,148,0.01798620996209156,71,False,0.00047752930377643123
243,1401,148,0.01798620996209156,34,False,7.818583491703282e-05
244,74,131,0.2689414213699951,53,False,0.0006408669357807936
245,119,148,0.04742587317756678,48,False,0.000252254507254884
246,2,2698,0.01798620996209156,187,True,0.0007316305224292931
247,2698,2,0.01798620996209156,187,True,0.0007316305224292928
248,1226,40,0.01798620996209156,88,False,0.0002574737481697453
249,460,54,0.01798620996209156,52,True,0.00037571828761873393
250,40,1226,0.01798620996209156,88,False,0.0002481157119669445
251,23,1919,0.01798620996209156,63,False,5.7418714213844416e-05
252,7327,1401,0.01798620996209156,8,False,7.183927683276749e-05
253,148,131,0.11920292202211755,64,False,0.0007211541954782613
254,1628,152,0.01798620996209156,37,True,3.6315340704685e-05
255,840,148,0.2689414213699951,34,False,0.00020920641588453254
256,1919,40,0.01798620996209156,85,False,0.0002500803152646476
257,131,148,0.11920292202211755,64,False,0.000564903235124969
258,379,109,0.01798620996209156,55,False,0.000502452037664237
259,379,1230,0.01798620996209156,15,False,7.366007097573348e-05
260,379,54,0.01798620996209156,51,False,0.0005913033746701089
261,148,1401,0.01798620996209156,34,False,0.0002118788029155948
262,148,7327,0.01798620996209156,30,False,9.176097129116378e-06
263,40,1919,0.01798620996209156,85,False,0.00019266160105080364
264,109,379,0.01798620996209156,55,False,0.0003792350383519959
265,44,711,0.04742587317756678,54,False,0.00032926781662757476
266,54,379,0.01798620996209156,51,False,0.0004189887518208441
267,512,152,0.01798620996209156,40,False,0.00032683216725903696
268,152,1628,0.01798620996209156,37,True,8.63135177458883e-05
269,148,840,0.2689414213699951,34,False,0.00021745281876692305
270,1230,379,0.01798620996209156,15,False,5.341905258936234e-05
271,152,148,0.01798620996209156,60,False,0.0004386308405118592
272,40,1600,0.01798620996209156,86,False,0.0002347859690326145
273,4,710,0.11920292202211755,216,False,0.002008419199703047
274,148,152,0.01798620996209156,60,False,0.0005831423876744478
275,710,4,0.11920292202211755,216,False,0.0020986043787948765
276,1600,40,0.01798620996209156,86,False,0.00023768239036752102
277,148,40,0.01798620996209156,112,False,0.0017537632980446976
278,935,23,0.01798620996209156,67,True,0.00013242003194524683
279,711,44,0.04742587317756678,54,False,0.0004052102273503442
280,2,769,0.04742587317756678,191,False,0.0010529406470724484
281,23,935,0.01798620996209156,67,True,0.00015162809493502542
282,40,148,0.01798620996209156,112,False,0.0016409345913532705
283,2,446,0.04742587317756678,191,False,0.001594635214997218
284,769,2,0.04742587317756678,191,False,0.0012957660412113259
285,769,152,0.01798620996209156,37,False,0.00023689176224941984
286,148,512,0.11920292202211755,36,False,0.00020802792942027678
287,152,769,0.01798620996209156,37,False,0.00013480171075397893
288,460,769,0.01798620996209156,18,True,7.983102650244008e-05
289,460,512,0.01798620996209156,21,True,0.0001409249567607938
290,1270,4,0.11920292202211755,212,False,0.00043136859896381464
291,769,119,0.01798620996209156,25,False,0.00010188747318089504
292,119,769,0.01798620996209156,25,False,7.752382181717792e-05
293,769,460,0.01798620996209156,18,True,0.00010547256470268717
294,4,1270,0.11920292202211755,212,False,0.00043891492895801375
295,512,460,0.01798620996209156,21,True,0.00014551720406323529
296,44,148,0.01798620996209156,78,False,0.000955595643391665
297,148,44,0.01798620996209156,78,False,0.001061748804232107
298,851,40,0.01798620996209156,93,False,0.0005681893021120388
299,54,152,0.01798620996209156,71,False,0.0008023416480564327
300,1600,148,0.04742587317756678,30,False,5.1967908602595735e-05
301,152,54,0.01798620996209156,71,False,0.0006344333794957876
302,40,851,0.01798620996209156,93,False,0.0007154675948717566
303,4,2,0.8807970779778823,395,False,0.018395866962182674
304,148,1600,0.04742587317756678,30,False,5.486432993750209e-05
305,2,4,0.9820137900379085,395,False,0.020944117905875935
306,251,223,0.01798620996209156,33,False,0.00024195763401319448
307,1401,40,0.04742587317756678,90,False,0.0003575936887910962
308,223,251,0.01798620996209156,33,False,0.0001583699551590055
309,7327,531,0.01798620996209156,14,False,4.935728939278026e-05
310,531,54,0.01798620996209156,51,False,0.00019984014465061374
311,531,7327,0.01798620996209156,14,False,3.3063183453986357e-06
312,54,531,0.01798620996209156,51,False,0.00020029106934384285
313,40,234,0.01798620996209156,94,False,0.0004694369956911789
314,234,40,0.01798620996209156,94,False,0.0012847874250674842
315,379,44,0.01798620996209156,62,False,0.001131972998841419
316,106,297,0.04742587317756678,58,True,0.00014513567422657457
317,23,2438,0.01798620996209156,63,True,1.4449929894908721e-05
318,840,531,0.04742587317756678,18,False,7.942233461054832e-05
319,23,44,0.04742587317756678,112,False,0.0013541355467629858
320,297,106,0.04742587317756678,58,True,0.00014973973396614708
321,1913,148,0.04742587317756678,29,True,9.843540620784702e-06
322,40,1077,0.01798620996209156,88,False,0.00045191689278553416
323,531,840,0.04742587317756678,18,False,7.835229224703687e-05
324,531,131,0.01798620996209156,48,False,0.00025984526022563735
325,2438,23,0.01798620996209156,63,True,1.4449929894908672e-05
326,131,531,0.01798620996209156,48,False,0.0002144577333968545
327,45,531,0.01798620996209156,79,False,0.0003469834171355193
328,148,1913,0.04742587317756678,29,True,9.843540620784614e-06
329,531,45,0.01798620996209156,79,False,0.00035617187960205283
330,109,1270,0.01798620996209156,46,False,9.477682506845953e-05
331,297,1212,0.11920292202211755,13,True,7.176004514029173e-06
332,1921,1270,0.01798620996209156,12,True,1.1882799908695919e-05
333,4,531,0.01798620996209156,221,False,0.0008395486620646187
334,1270,109,0.01798620996209156,46,False,8.672917593670707e-05
335,1270,1921,0.01798620996209156,12,True,2.7476779034647215e-05
336,108,109,0.01798620996209156,77,False,0.0006004808969457644
337,626,152,0.01798620996209156,33,False,0.000224008954823371
338,152,626,0.01798620996209156,33,False,1.7124058093537526e-05
339,109,108,0.01798620996209156,77,False,0.0006835526542331892
340,7552,1401,0.04742587317756678,19,False,0.00021322245214831166
341,1401,2,0.04742587317756678,192,False,0.0006503843975816786
342,1401,7552,0.04742587317756678,19,False,2.8817429275555744e-05
343,531,774,0.01798620996209156,20,False,9.13302889246961e-05
344,23,1226,0.04742587317756678,66,False,7.394563877644626e-05
345,1077,40,0.01798620996209156,88,False,0.0004450739117996907
346,840,54,0.01798620996209156,45,False,0.0003025950781001608
347,774,531,0.01798620996209156,20,False,0.00010201189146194321
348,223,109,0.01798620996209156,62,False,0.00047972291133245907
349,2,312,0.7310585786300049,197,False,0.0024393150814989053
350,1226,23,0.04742587317756678,66,False,6.479555771618338e-05
351,54,840,0.01798620996209156,45,False,0.0002991918554913425
352,109,223,0.01798620996209156,62,False,0.00046422959933373263
353,145,1099,0.01798620996209156,55,False,0.00029208079410589346
354,1099,109,0.01798620996209156,47,False,0.0001163807049084702
355,139,148,0.01798620996209156,50,False,0.0002885896402265045
356,1099,148,0.01798620996209156,32,False,9.46912541556496e-05
357,109,1099,0.01798620996209156,47,False,8.51050132199886e-05
358,148,1099,0.01798620996209156,32,False,6.833832441636016e-05
359,1099,145,0.01798620996209156,55,False,0.00031077320945101434
360,148,139,0.01798620996209156,50,False,0.00019404811127022572
361,223,145,0.01798620996209156,70,False,0.0012810115638947487
362,145,223,0.01798620996209156,70,False,0.001593238105378859
363,512,4,0.01798620996209156,217,False,0.0013137532873085725
364,4,193,0.04742587317756678,229,False,0.0037113413537145324
365,45,466,0.01798620996209156,77,False,0.0003571324640778283
366,193,4,0.04742587317756678,229,False,0.003123111635670076
367,466,45,0.01798620996209156,77,False,0.0003807565487108135
368,4,512,0.01798620996209156,217,False,0.0011997497289673328
369,251,4,0.01798620996209156,223,False,0.0015214614449167495
370,1908,4,0.01798620996209156,211,True,0.0003605967866761799
371,250,4,0.04742587317756678,224,False,0.003822420646479053
372,1212,297,0.01798620996209156,13,True,7.657651073298222e-06
373,4,1908,0.01798620996209156,211,True,0.0003649767478950809
374,4,250,0.04742587317756678,224,False,0.0032550626796845447
375,512,109,0.11920292202211755,51,False,0.0002641377704962952
376,4,1816,0.01798620996209156,211,True,0.0008729857087670357
377,1076,44,0.04742587317756678,52,False,0.00020308029826934178
378,1816,4,0.01798620996209156,211,True,0.0009142134739602387
379,44,1076,0.04742587317756678,52,False,0.00013668311367290775
380,44,379,0.04742587317756678,62,False,0.0007588965694978665
381,131,44,0.01798620996209156,86,False,0.0015641796535924935
382,44,1131,0.01798620996209156,52,False,6.81644807026378e-05
383,44,131,0.01798620996209156,86,False,0.001797186243100101
384,1131,44,0.01798620996209156,52,False,0.00010295238575853067
385,23,139,0.04742587317756678,84,False,0.0002474855108909439
386,106,44,0.01798620996209156,99,False,0.0023188978191599164
387,44,106,0.01798620996209156,99,False,0.0022935801358475614
388,165,223,0.01798620996209156,34,False,0.00048218813989154744
389,139,23,0.04742587317756678,84,False,0.00033216569728218993
390,223,165,0.01798620996209156,34,False,0.000596690881481579
391,379,4,0.01798620996209156,221,False,0.002499067115452694
392,54,2,0.9525741268224334,225,False,0.00438870077679791
393,23,108,0.04742587317756678,96,False,0.0007000378378911575
394,1398,23,0.01798620996209156,64,False,7.979222670228354e-05
395,23,1601,0.01798620996209156,65,False,3.256686882277715e-05
396,4,2439,0.01798620996209156,210,True,0.0003470361962508599
397,23,1398,0.01798620996209156,64,False,9.119422802699889e-05
398,2439,4,0.01798620996209156,210,True,0.0003470361962508598
